NumeroDaAmostra	DataDeRegistroNoSISAGUA	DataColeta	DescricaoDoLocal	Zona	CategoriaArea	Area	TipoDoLocal	NomeLocal	Latitude	Longitude	fk_Municipio_CodigoDoIBGE	Procedencia	PontoDeColeta	Motivo	Hora
220814000543	2023-01-23 11:19:01	2022-11-07		Urbana	Área urbana isolada	IZACOLANDIA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:40:00
220814000548	2023-01-23 13:56:02	2022-11-07									261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:34:00
220814000542	2023-01-23 11:13:06	2022-11-07		Urbana	Bairro	CENTRO					261260	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:37:00
FR 67293	2024-05-21 10:18:14	2022-11-07									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	11:52:00
220814000541	2023-01-23 11:01:35	2022-11-07	ETA OROCÓ	Urbana	Bairro	CENTRO					260980	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:00:00
220814000547	2023-01-23 13:54:01	2022-11-07									260980	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:05:00
220814000546	2023-01-23 13:51:11	2022-11-07									260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:32:00
220814000540	2023-01-23 10:48:17	2022-11-07	ETA CABROBÓ	Urbana	Bairro	CENTRO					260300	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:34:00
91/22	2022-11-22 10:06:10	2022-11-08	BAR DO DICO	Urbana	Bairro	CIDADE DE BOCAIUVA					310730	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	13:49:00
220202000507	2022-12-27 11:55:09	2022-11-09	AV. DEPUTADO COLBERT MARTINS DA SILVA	Urbana	Bairro	TOMBA					291080	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	09:40:00
220433000206	2023-01-30 08:52:36	2022-11-09	RUA DIRETA S/N B ALTO DO SAO ROQUE	Urbana	Bairro	ALTO DO SAO ROQUE 					293290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
220101001188	2022-12-14 08:24:01	2022-11-21	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:13:00
220101001184	2022-12-05 09:55:11	2022-11-21	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:14:00
220101001193	2022-12-14 08:26:35	2022-11-21	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:15:00
2201011185	2022-12-05 10:03:54	2022-11-21	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:16:00
FR 69013	2024-05-22 09:58:40	2022-11-21									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	07:21:00
220101001190	2022-12-14 08:22:04	2022-11-21	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:48:00
220101001180	2022-12-05 09:50:26	2022-11-21	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:49:00
220101001191	2022-12-14 08:20:14	2022-11-21	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:50:00
220101001181	2022-12-05 09:52:17	2022-11-21	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:51:00
220101001192	2022-12-14 08:10:48	2022-11-21	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:13:00
220101001182	2022-12-05 10:18:43	2022-11-21	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:14:00
220101001183	2022-12-05 10:20:46	2022-11-21	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:18:00
220101001189	2022-12-14 08:03:30	2022-11-21	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:19:00
220101001194	2022-12-14 08:05:55	2022-11-21	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:04:00
220101001186	2022-12-05 09:11:17	2022-11-21	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:05:00
220101001195	2022-12-14 08:16:51	2022-11-21	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:07:00
220101001187	2022-12-05 09:13:39	2022-11-21	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:08:00
220106000273	2023-05-18 16:27:06	2022-11-22		Urbana	Sede de distrito (ou vila)	PASSAGEM DOS TEIXEIRAS					290650	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:15:00
220101000474	2024-03-14 08:48:22	2022-11-23	ZONA RURAL CERAIMA	Rural	Povoado/Lugarejo	NUCLEO HABITACIONAL DE CERAIMA					291170	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:25:00
220101000472	2023-01-02 15:17:29	2022-11-23	RUA MINAS GERAIS, S/N	Urbana	Bairro	SANTO ANTONIO					291840	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:33:00
220101001224	2022-12-22 07:54:18	2022-11-29	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	06:28:00
220101001228	2022-12-05 10:07:37	2022-11-29	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	06:30:00
220101001223	2022-12-22 07:57:35	2022-11-29	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	06:31:00
220101001227	2022-12-05 10:11:41	2022-11-29	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	06:32:00
220101001226	2022-12-22 08:01:47	2022-11-29	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:02:00
220101001225	2022-12-22 07:59:24	2022-11-29	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:03:00
220101001230	2022-12-05 10:16:42	2022-11-29	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:04:00
220101001229	2022-12-05 10:13:47	2022-11-29	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:05:00
220110000122	2023-01-10 13:50:45	2022-11-30	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-384.259.731	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:34:00
220110000123	2023-01-10 13:52:58	2022-11-30	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-384.259.731	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:37:00
220110000125	2023-01-10 13:56:53	2022-11-30	AVENIDA EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 	-129.584.187	-384.523.852	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:00:00
220110000126	2023-01-10 13:59:28	2022-11-30	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:05:00
220110000127	2023-01-10 14:01:27	2022-11-30	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:07:00
220110000128	2023-01-10 14:04:19	2022-11-30	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:09:00
220110000129	2023-01-10 14:06:18	2022-11-30	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:11:00
220110000130	2023-01-10 14:08:42	2022-11-30	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:13:00
220110000124	2023-01-10 13:54:48	2022-11-30	RUA DR OSVALDO JOSÉ LEAL	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO	-128.937.082	-38.440.751	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:37:00
220110000133	2023-01-10 14:15:14	2022-11-30	AVENIDA DENDEZEIROS - LARGO DE ROMA	Urbana	Bairro	ROMA	Estabelecimento de saúde	HOSPITAL IRMA DULCE	-129.347.955	-385.068.328	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:28:00
220110000132	2023-01-10 14:12:58	2022-11-30	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 	-129.569.506	-384.955.638	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:45:00
220110000131	2023-01-10 14:10:38	2022-11-30	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO	-129.930.716	-385.036.095	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	11:29:00
220202000531	2023-01-17 07:29:55	2022-12-05		Urbana	Bairro	CAMPO LIMPO					291080	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:00:00
220101000484	2023-02-01 14:29:15	2022-12-05	RUA MINAS GERAIS, S/N, SANTO ANTONIO	Urbana	Bairro	SANTO ANTONIO					291840	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:12:00
220101000489	2023-01-30 11:35:26	2022-12-05	RUA DIRETA S/N B ALTO DO SÃO ROQUE	Urbana	Bairro	ALTO DO SAO ROQUE 					293290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
61/2022	2022-12-13 14:07:02	2022-12-05	AVENIDA CADIGE FAITARONE FERES Nº 153 BAIRRO: EDUARDO GIRALDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:05:00
62/2022	2022-12-13 14:11:45	2022-12-05	BR 153 S/Nº	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:10:00
63/2022	2022-12-13 14:19:30	2022-12-05	RUA CAMPO FLORIDO N° 395	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:25:00
64/2022	2022-12-13 14:23:59	2022-12-05	RUA GODOFREDO ANTONIO DA COSTA N° 238	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:35:00
65/2022	2022-12-13 14:28:38	2022-12-05	AVENIDA AURÉLIO LUIZ MISTIERI N° 370	Urbana	Bairro	CENTRO	Estabelecimento de ensino	ESCOLA ESTADUAL POLIANO ZIZA FERREIRA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:45:00
66/2022	2022-12-13 14:32:38	2022-12-05	RUA HIGINO FLORÊNCIO DE SOUZA N° 880	Urbana	Bairro	VILA REIS	Estabelecimento de saúde	ESF TONICO MORAIS			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:55:00
220101001252	2022-12-30 09:32:34	2022-12-07	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	06:20:00
220101001253	2022-12-30 09:34:39	2022-12-07	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	06:28:00
220101001250	2022-12-30 09:27:34	2022-12-07	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
220101001259	2022-12-30 09:46:41	2022-12-07	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:00:00
220101001257	2022-12-30 09:41:40	2022-12-07	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:02:00
220101001251	2022-12-30 09:29:54	2022-12-07	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:04:00
220101001256	2022-12-30 09:37:58	2022-12-07	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:05:00
220101001258	2022-12-30 09:43:58	2022-12-07	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:10:00
2200101001262	2022-12-16 09:08:50	2022-12-12	TORNEIRA SAIDA DA COMPORTA	Rural	Povoado/Lugarejo	POVOADO POCO DA CERCA					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:30:00
FR 74160	2024-05-28 09:14:47	2022-12-13									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	10:57:00
220101000530	2023-01-13 14:39:56	2022-12-15	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:54:00
220101000531	2023-01-13 14:41:15	2022-12-15	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:58:00
220101000532	2023-01-13 14:44:43	2022-12-15	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:05:00
220101000533	2023-01-13 14:49:06	2022-12-15	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:08:00
220101000534	2023-01-13 14:50:46	2022-12-15	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:13:00
220101000529	2023-01-13 14:38:30	2022-12-15	AVENIDA EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:20:00
220101000526	2023-01-13 14:34:18	2022-12-15	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:35:00
220101000527	2023-01-13 14:35:35	2022-12-15	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:38:00
220101000528	2023-01-13 14:36:57	2022-12-15	RUA DR OSVALDO JOSÉ LEAL	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	11:09:00
220101000521	2023-01-13 14:19:30	2022-12-15	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	13:47:00
220101000522	2023-01-13 14:27:53	2022-12-15	PRAÇA ALMIRANTE COELHO NETO, N 5	Urbana	Bairro	BARRIS	Praça	PRACA ALMIRANTE COELHO NETO EM FRENTE A CLINICA NEPHRON			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:01:00
220101000523	2023-01-13 14:29:50	2022-12-15	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:20:00
220101000524	2023-01-13 14:31:20	2022-12-15	RUA PLÍNIO DE LIMA, SN	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:37:00
220101000525	2023-01-13 14:32:47	2022-12-15	AVENIDA DENDEZEIROS - LARGO DE ROMA	Urbana	Bairro	ROMA	Estabelecimento de saúde	HOSPITAL IRMA DULCE			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:47:00
220101001289	2022-12-22 07:51:32	2022-12-19	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:55:00
220101001294	2022-12-30 07:48:06	2022-12-19	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:56:00
220101001290	2022-12-22 07:48:50	2022-12-19	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:58:00
220101001293	2022-12-30 07:45:13	2022-12-19	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
220101001288	2022-12-22 07:47:14	2022-12-19	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:25:00
220101001295	2022-12-30 07:51:35	2022-12-19	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:27:00
220101001296	2022-12-30 07:49:50	2022-12-19	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:32:00
220101001287	2022-12-22 07:45:45	2022-12-19	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:38:00
220101001254	2022-12-22 07:41:07	2022-12-19	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:50:00
220101001261	2022-12-30 08:00:59	2022-12-19	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:52:00
220101001260	2022-12-30 07:59:31	2022-12-19	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:55:00
220101001255	2022-12-22 07:39:39	2022-12-19	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:57:00
220101001297	2022-12-30 07:56:36	2022-12-19	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:33:00
220101001291	2022-12-22 07:42:35	2022-12-19	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:37:00
220101001292	2022-12-22 07:44:12	2022-12-19	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:37:00
220101001298	2022-12-30 07:54:09	2022-12-19	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:39:00
220101000535	2023-02-06 14:57:23	2022-12-19	RODOVIA BARRAGEM DE PEDRAS, SN, POVOADO DA BARRAGEM DA PEDRA	Rural	Povoado/Lugarejo	BARRAGEM DE PEDRAS					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:05:00
220101000536	2023-02-06 15:01:17	2022-12-19	RODOVIA BR 330, KM 17, JEQUIEZINHO	Urbana	Bairro	JEQUIEZINHO					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:54:00
FR 76182	2024-05-28 09:50:39	2022-12-22									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	15:00:00
230814000007	2023-03-02 09:23:10	2023-01-03	ETA IZACOLÂNDIA	Urbana	Área urbana isolada	IZACOLANDIA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:20:00
230814000015	2023-02-02 14:50:48	2023-01-03	ETA IZACOLÂNDIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:26:00
230814000006	2023-03-02 09:29:49	2023-01-03	ETA SANTA MARIA DA BOA VISTA	Urbana	Bairro	CENTRO					261260	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:02:00
2308140000005	2023-03-02 11:22:50	2023-01-03	ETA OROCÓ	Urbana	Bairro	CENTRO					260980	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:30:00
2308140000013	2023-03-02 11:20:34	2023-01-03	ETA OROCÓ								260980	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:37:00
230814000012	2023-02-02 12:08:21	2023-01-03	ETA CABROBÓ								260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
230814000004	2023-02-03 15:01:50	2023-01-03	ETA CABROBÓ	Urbana	Bairro	CENTRO					260300	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:06:00
230814000014	2023-02-02 14:45:28	2023-01-03	PC CEL LUIZ CARVALHO, S/N. CENTRO.								261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:13:00
FR 1343	2025-01-07 09:06:04	2023-01-05									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	11:36:00
230532000007	2023-05-17 14:58:49	2023-01-09	SÍTIO LAJES								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:03:00
230532000008	2023-05-17 15:05:08	2023-01-09	SÍTIO LAJES								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:03:00
230532000009	2023-05-17 15:08:57	2023-01-09	RUA DO COLUMINHO, SN, HELIOPÓLIS	Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:45:00
